"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"09/12/2019 08:20:16";"+0:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;SrpoJ5
339513;"09/12/2019 08:20:16";"+0:00";"System";"Logs";"Exporting a log.";;3mpddN
339514;"09/12/2019 08:20:24";"+0:00";;"Recipe";"Loading recipe number 4 ( 100ml Production ) on the interface.";;L/91MD
339515;"09/12/2019 08:20:25";"+0:00";;"Recipe";"Data trasfered to PLC";;ML/92o
339516;"09/12/2019 08:20:25";"+0:00";;"Warning";"ALARM VACUUM SENSOR  On";;GXPS7/
339517;"09/12/2019 08:20:25";"+0:00";;"Warning";"PVSI NOT READY  On";;GCwkqZ
339518;"09/12/2019 08:20:25";"+0:00";;"Warning";"PVSI AND WINCC PRODUCT DIFFERENT  On";;JU0o3C
339519;"09/12/2019 08:20:25";"+0:00";;"Warning";"PVSI NOT RUNNING   On";;/Q6ofA
339520;"09/12/2019 08:20:25";"+0:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;aAuEx+
339521;"09/12/2019 08:20:25";"+0:00";;"Alarm";"EMERGENCY  On";;v7wwYu
339522;"09/12/2019 08:20:25";"+0:00";;"Alarm";"COVER OPEN 3  On";;gC7FU2
339523;"09/12/2019 08:20:25";"+0:00";;"Alarm";"COVER OPEN 4  On";;F8sg5S
339524;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM PROFIBUS NODE 3 (ENCODER)  On";;ku7Nhr
339525;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM PROFIBUS NODE 4 (PC)  On";;/qCiqS
339526;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM TURRET MOTOR NOT READY  On";;QWlP9k
339527;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM HOMING NOT DONE TURRET MOTOR  On";;z1/r1V
339528;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;GPGJlK
339529;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM ROTATION MOTOR  On";;EH1853
339530;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 2  On";;Nk/flt
339531;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 3  On";;sbJMvo
339532;"09/12/2019 08:20:25";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  On";;vF0UC2
339533;"09/12/2019 08:20:25";"+0:00";;"Alarm";"WARNING MISSING LOGIN OPERATION  On";;ZWqokr
339534;"09/12/2019 08:20:29";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  Off";;lkLf8M
339535;"09/12/2019 08:24:53";"+0:00";;"Alarm";"COVER OPEN 1  On";;EUWnur
339536;"09/12/2019 08:24:54";"+0:00";;"Alarm";"COVER OPEN 2  On";;Dny4Ny
339537;"09/12/2019 08:25:49";"+0:00";;"Warning";"WARNING UPS  On";;j+4kQc
339538;"09/12/2019 08:25:54";"+0:00";;"Warning";"WARNING ACCEPTED TRAY ALMOST FULL  On";;uUUZxg
339539;"09/12/2019 08:25:54";"+0:00";;"Warning";"WARNING REJECTED TRAY 1 ALMOST FULL  On";;KMUBCv
339540;"09/12/2019 08:25:54";"+0:00";;"Warning";"WARNING REJECTED TRAY 2 ALMOST FULL  On";;E6vqqV
339541;"09/12/2019 08:26:00";"+0:00";"System";"Application";"Shutdown application due to a power supply failure.";;lR9eSq
0;"09/12/2019 08:26:00";"+0:00";"System";"Application";"Stopping program run of WinCC flexible RT 2008 SP3 on device MCA150-Via.";;omWwfl
0;"10/12/2019 11:32:08";"+0:00";"System";"Application";"Startup of  on device . Project: '. - ' Build , created with WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;HrhkrY
339542;"10/12/2019 11:32:08";"+0:00";"System";"Application";"Change to operating mode 'online'.";;LD1Vxy
339543;"10/12/2019 11:32:08";"+0:00";"System";"User administration";"Password list imported successfully.";;hFkTj7
0;"10/12/2019 11:32:09";"+0:00";"System";"Logs";"Log files closed.";;Is+bRE
"$RT_COUNT$";36;WriK3w;;;;;ucRXqt
